name,url,description,product_type,duration,remote_support,adaptive_support,test_type
Store Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/,Store Manager 7.1 (Americas): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Store Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Store Manager Solution,https://www.shl.com/products/product-catalog/view/store-manager-solution/,Store Manager Solution: The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Supervisor - Short Form,https://www.shl.com/products/product-catalog/view/supervisor-short-form/,Supervisor - Short Form: The Supervisor solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Supervisor 7.0 Solution,https://www.shl.com/products/product-catalog/view/supervisor-7-0-solution/,Supervisor 7.0 Solution: Our Supervisor 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Supervisor 7.1 (Americas),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28americas%29/,Supervisor 7.1 (Americas): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Supervisor 7.1 (International),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28international%29/,Supervisor 7.1 (International): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Support Associate Solution,https://www.shl.com/products/product-catalog/view/support-associate-solution/,Support Associate Solution: The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Support Supervisor Solution,https://www.shl.com/products/product-catalog/view/support-supervisor-solution/,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Technical Sales Associate Solution,https://www.shl.com/products/product-catalog/view/technical-sales-associate-solution/,Technical Sales Associate Solution: The Technical Sales Associate solution is for entry-level retail positions in which employees proactively sell a specific line of products that requires…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Technician/Technologist Solution,https://www.shl.com/products/product-catalog/view/techniciantechnologist-solution/,Technician/Technologist Solution: The Technician/Technologist solution is for positions in a healthcare environment that perform medical tests to aide in the treatment of patients.  Sample…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,"Technology Professional 8.0 Job Focused Assessment: The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments…",Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Telenurse Solution,https://www.shl.com/products/product-catalog/view/telenurse-solution/,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Teller 7.0,https://www.shl.com/products/product-catalog/view/teller-7-0/,"Teller 7.0: Teller or cashier positions are integral to financial institutions as they conduct numerous banking transactions each day, as well as being the face of the…",Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Teller with Sales - Short Form,https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Transcriptionist Solution,https://www.shl.com/products/product-catalog/view/transcriptionist-solution/,Transcriptionist Solution: The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-0-solution/,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-1-solution/,Workplace Safety - Individual 7.1 (Americas): Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety - Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-0-solution/,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety - Team 7.1 (International),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
Workplace Safety Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-solution/,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,Pre-packaged Job Solutions,40,Yes,Yes,"['P', 'A', 'K', 'S', 'B']"
